inf	inf	inf	inf	inf	inf
2.6696058157319	2.98830317328928	2.49463621900208	4.89184746307517	3.47045198883961	4.09176409471068
1.1469576349983	1.93130135505709	1.82013398682472	4.8237070521547	3.58413750351498	4.2712470900939
1.01359533333149	1.48571807477672	1.56479823658969	4.37997928584315	3.25788831853032	4.75656567315265
0.894641002245516	1.27092521777994	1.39537902701795	5.44112525899975	3.81224411764682	4.70244652598678
1.39728903599773	1.81433733286972	1.69372375006412	4.68989907836597	3.43429955781874	3.71897369779752
1.45505695385969	1.57245011811856	2.08407949849967	3.9008251629821	2.77480569106028	4.01438694954024
1.71939222903384	1.87273438129101	1.78690590761538	3.16850225481808	1.8822403411777	2.86504373068344
1.76524103052114	1.63590426272499	2.03605211109005	2.18210728594422	1.93513826160193	3.58776024143699
2.10016290029154	1.20580720778321	2.17905365666091	1.48544386678004	1.94283571773985	3.53631368690011
