305.675951113087	229.190630656905	229.062556721891	307.073117200798	229.231735367185	306.859919273996
592.099595322035	397.647174679655	396.090346647588	593.813245669456	397.159800217889	593.265224174423
878.809577328008	583.102897120699	582.326371628913	876.323965324344	578.80708490154	874.888174211518
1157.35652656599	757.728575311688	755.655236273934	1153.24897420516	754.088032789568	1152.16232152303
1440.62671397465	935.423405631846	930.822404469813	1431.43519757917	927.239165183157	1420.6653849918
1713.79960606732	1109.24923132701	1099.95616703193	1700.23617679208	1101.13781152995	1687.69642580682
1970.81625902843	1277.8886567962	1267.82595950109	1966.69335682903	1270.88245235132	1959.29549584878
2232.39870834234	1443.24220125989	1433.37510750772	2229.17858004821	1432.62690155325	2212.54170241878
2496.91748991488	1603.39425477133	1597.25848106413	2486.95575892392	1596.84359424238	2466.06735519644
2754.74707011888	1768.7523348217	1759.46912984877	2743.86353009564	1758.01679861576	2714.81825138665
3006.79843582853	1932.53412176568	1916.27478787862	3003.76347874386	1914.80148004512	2961.16364442277
3261.58408406792	2094.90087105159	2077.1392003764	3251.25984096781	2079.58140871814	3221.44603581065
3506.37620604959	2251.2366344929	2234.46222418726	3490.64761274687	2237.05855229684	3466.27637272903
3748.34565445773	2402.63624833601	2389.89944539091	3738.55483790215	2397.44488677731	3714.24917309044
4001.05761804834	2557.10756930447	2546.536048252	3974.49890545538	2548.69665314969	3964.22588150788
4242.94345641602	2715.65173372394	2697.23354303773	4213.67682112913	2698.23724046139	4209.56661173534
4487.65004286586	2868.43363206785	2850.66023620926	4437.64748411225	2841.85789317275	4444.26076593756
4719.89128016988	3018.54698578768	3002.77738752124	4678.98621496861	2996.10760533351	4682.21046747497
4962.21691305598	3165.73565292738	3156.36958564759	4920.87002134584	3150.77359026751	4922.30162753939
5199.54021603058	3306.6752657663	3305.33199649533	5154.5087652357	3304.50311105131	5154.61841588397
5421.30131081322	3456.86458545247	3450.48823474899	5396.782367477	3454.46384280523	5384.60336753878
5640.90616915725	3603.17568099043	3604.43584849487	5628.67119380425	3615.73344231564	5622.79559855038
